firstname,p_r_f_his,p_r_f_whi,p_r_f_bla,p_r_f_asi,p_r_f_oth
MANH,0.033333333,0.033333333,0,0.933333333,0
MANISH,0,0.158730159,0.007936508,0.80952381,0.023809524
MANISHA,0,0.151515152,0,0.833333333,0.015151515
MANJIT,0.030769231,0.230769231,0,0.738461538,0
MANJU,0,0.114285714,0.028571429,0.828571429,0.028571429
MANJULA,0,0.166666667,0,0.833333333,0
MANOJ,0.009090909,0.118181818,0,0.863636364,0.009090909
MANPREET,0.033333333,0.166666667,0,0.8,0
MANSOUR,0.027777778,0.75,0.027777778,0.166666667,0.027777778
MANU,0,0.176470588,0.029411765,0.794117647,0
MANUEL,0.76567988,0.178625188,0.009031611,0.043151029,0.003512293
MANUELA,0.561403509,0.385964912,0.01754386,0.035087719,0
MAO,0,0.032258065,0.032258065,0.935483871,0
MARA,0.106060606,0.853535354,0.01010101,0.025252525,0.005050505
MARC,0.017037037,0.941481481,0.028888889,0.009259259,0.003333333
MARCEL,0.0625,0.770833333,0.125,0.041666667,0
MARCELA,0.658119658,0.299145299,0,0.042735043,0
MARCELINO,0.760416667,0.09375,0,0.135416667,0.010416667
MARCELLA,0.076677316,0.843450479,0.063897764,0.015974441,0
MARCELLE,0.038461538,0.807692308,0.153846154,0,0
MARCELLO,0.125,0.8125,0.0625,0,0
MARCELO,0.674796748,0.276422764,0,0.048780488,0
MARCI,0.022556391,0.95112782,0.011278195,0.011278195,0.003759398
MARCIA,0.031966224,0.898069964,0.060916767,0.006031363,0.003015682
MARCIE,0.02892562,0.94214876,0.008264463,0.020661157,0
MARCIN,0.014285714,0.985714286,0,0,0
MARCO,0.630563798,0.338278932,0.017804154,0.013353116,0
MARCOS,0.852664577,0.115987461,0.009404389,0.018808777,0.003134796
MARCUS,0.038505096,0.747451869,0.186862967,0.023782559,0.003397508
MARCY,0.025889968,0.961165049,0.009708738,0.003236246,0
MARDI,0,1,0,0,0
MAREK,0,0.990825688,0,0.009174312,0
MAREN,0.018518519,0.925925926,0.037037037,0.018518519,0
MARGARET,0.018836565,0.934072022,0.031024931,0.013573407,0.002493075
MARGARITA,0.72909699,0.222408027,0.011705686,0.035117057,0.001672241
MARGARITO,0.972972973,0.013513514,0,0.013513514,0
MARGENE,0,1,0,0,0
MARGERY,0,0.948051948,0.012987013,0.025974026,0.012987013
MARGIE,0.053291536,0.808777429,0.115987461,0.021943574,0
MARGIT,0,0.972222222,0,0.027777778,0
MARGO,0.028268551,0.915194346,0.056537102,0,0
MARGOT,0.014925373,0.955223881,0.029850746,0,0
MARGUERITE,0.026470588,0.876470588,0.070588235,0.014705882,0.011764706
MARI,0.039647577,0.863436123,0.022026432,0.074889868,0
MARIA,0.591282601,0.345212576,0.009021079,0.053233298,0.001250447
MARIAH,0.015384615,0.923076923,0.046153846,0,0.015384615
MARIAM,0.071428571,0.757142857,0.057142857,0.1,0.014285714
MARIAN,0.014347202,0.892395983,0.053084648,0.037302726,0.00286944
MARIANA,0.453125,0.5078125,0.0078125,0.03125,0
MARIANN,0,0.968421053,0.031578947,0,0
MARIANNA,0.054545455,0.890909091,0.009090909,0.036363636,0.009090909
MARIANNE,0.007077856,0.966632963,0.003033367,0.021233569,0.002022245
MARIANO,0.698113208,0.179245283,0,0.122641509,0
MARIBEL,0.813953488,0.124031008,0,0.062015504,0
MARIBETH,0.008264463,0.917355372,0,0.066115702,0.008264463
MARICELA,0.898809524,0.101190476,0,0,0
MARIE,0.039585646,0.804661487,0.1172771,0.034776175,0.003699593
MARIELA,0.75,0.229166667,0,0.020833333,0
MARIETTA,0.060869565,0.660869565,0.069565217,0.191304348,0.017391304
MARIJO,0,1,0,0,0
MARIKA,0.022727273,0.772727273,0.113636364,0.090909091,0
MARILEE,0.009708738,0.980582524,0,0,0.009708738
MARILOU,0.046728972,0.476635514,0.009345794,0.457943925,0.009345794
MARILYN,0.02573913,0.89426087,0.052869565,0.025391304,0.00173913
MARILYNN,0.010309278,0.948453608,0.030927835,0.010309278,0
MARIN,0.227272727,0.727272727,0,0.045454545,0
MARINA,0.254025045,0.68157424,0.003577818,0.057245081,0.003577818
MARINO,0.290322581,0.548387097,0.032258065,0.129032258,0
MARIO,0.621432732,0.313337216,0.025626092,0.038439138,0.001164822
MARION,0.016905072,0.864759428,0.10923277,0.006501951,0.00260078
MARISA,0.127596439,0.821958457,0.023738872,0.026706231,0
MARISELA,0.931372549,0.058823529,0.009803922,0,0
MARISOL,0.81420765,0.174863388,0.010928962,0,0
MARISSA,0.111940299,0.76119403,0.026119403,0.097014925,0.003731343
MARITA,0.081081081,0.824324324,0.013513514,0.081081081,0
MARITZA,0.813253012,0.174698795,0.006024096,0.006024096,0
MARIUS,0,0.958333333,0.041666667,0,0
MARIUSZ,0,1,0,0,0
MARIYA,0,1,0,0,0
MARJORIE,0.020720721,0.906306306,0.048648649,0.022522523,0.001801802
MARJORY,0,0.962264151,0.037735849,0,0
MARK,0.01270903,0.963377926,0.011747492,0.010535117,0.001630435
MARKO,0.073170732,0.926829268,0,0,0
MARKUS,0.010869565,0.956521739,0.02173913,0,0.010869565
MARLA,0.024048096,0.921843687,0.038076152,0.012024048,0.004008016
MARLEEN,0,0.909090909,0.03030303,0.060606061,0
MARLENA,0.101694915,0.779661017,0.118644068,0,0
MARLENE,0.092529711,0.832767402,0.046689304,0.022920204,0.005093379
MARLIN,0.05785124,0.884297521,0.05785124,0,0
MARLO,0.04,0.84,0.08,0.026666667,0.013333333
MARLON,0.244565217,0.217391304,0.418478261,0.114130435,0.005434783
MARLYN,0.16,0.62,0.12,0.1,0
MARLYS,0,0.979166667,0,0.020833333,0
MARNA,0,0.974358974,0.025641026,0,0
MARNI,0.016129032,0.967741935,0,0.016129032,0
MARNIE,0,0.988235294,0.011764706,0,0
MARSHA,0.012931034,0.905172414,0.071551724,0.007758621,0.002586207
MARSHALL,0.011406844,0.906844106,0.060836502,0.017110266,0.003802281
MARTA,0.429333333,0.557333333,0.008,0,0.005333333
MARTHA,0.271919771,0.683667622,0.034383954,0.00773639,0.002292264
MARTI,0.041666667,0.916666667,0.027777778,0.013888889,0
MARTIN,0.1953125,0.7765625,0.010677083,0.016145833,0.001302083
MARTINA,0.304147465,0.6359447,0.041474654,0.01843318,0
MARTINE,0.08,0.74,0.16,0.02,0
MARTY,0.020338983,0.93559322,0.033898305,0.006779661,0.003389831
MARTYN,0,1,0,0,0
MARVA,0,0.444444444,0.543209877,0,0.012345679
MARVIN,0.071548822,0.753367003,0.141414141,0.031986532,0.001683502
MARY,0.025086872,0.923510467,0.033265531,0.01525553,0.0028816
MARYA,0,1,0,0,0
MARYAM,0,0.8,0.06,0.13,0.01
MARYANN,0.017295597,0.959119497,0.007861635,0.012578616,0.003144654
MARYANNE,0.005681818,0.960227273,0,0.034090909,0
MARYBETH,0.010526316,0.984210526,0.005263158,0,0
MARYELLEN,0.013513514,0.97972973,0.006756757,0,0
MARYJANE,0.088235294,0.852941176,0,0.058823529,0
MARYLEE,0,1,0,0,0
MARYLOU,0.107142857,0.869047619,0,0.023809524,0
MARYLYNN,0,1,0,0,0
MARZENA,0,1,0,0,0
MASON,0.018867925,0.943396226,0.028301887,0.009433962,0
MASOOD,0.029411765,0.441176471,0,0.529411765,0
MASOUD,0,0.755102041,0,0.204081633,0.040816327
MASSIMO,0.045454545,0.954545455,0,0,0
MATHEW,0.015122873,0.856332703,0.005671078,0.119092628,0.003780718
MATHIEU,0,1,0,0,0
MATILDA,0.171428571,0.685714286,0.142857143,0,0
MATILDE,0.8125,0.125,0.015625,0.046875,0
MATT,0.003891051,0.976653696,0.001945525,0.015564202,0.001945525
MATTHEW,0.010185427,0.973491773,0.006790285,0.007834944,0.001697571
MATTHIAS,0.03125,0.90625,0,0.0625,0
MATTIE,0,0.349514563,0.640776699,0.009708738,0
MAURA,0.09375,0.888392857,0,0.013392857,0.004464286
MAUREEN,0.008209539,0.965989054,0.013682565,0.010946052,0.001172791
MAURICE,0.034545455,0.636363636,0.310909091,0.018181818,0
MAURICIO,0.894957983,0.079831933,0.008403361,0.016806723,0
MAURO,0.673684211,0.305263158,0,0.010526316,0.010526316
MAURY,0.03125,0.84375,0.125,0,0
MAVIS,0,0.769230769,0.173076923,0.038461538,0.019230769
MAX,0.086419753,0.862139918,0.014403292,0.032921811,0.004115226
MAXIM,0,1,0,0,0
MAXIMILIANO,0.891891892,0.108108108,0,0,0
MAXIMINO,0.870967742,0.064516129,0,0.064516129,0
MAXIMO,0.708333333,0.125,0,0.166666667,0
MAXINE,0.027027027,0.705705706,0.243243243,0.018018018,0.006006006
MAXWELL,0,0.876404494,0.04494382,0.078651685,0
MAY,0.013953488,0.274418605,0.027906977,0.68372093,0
MAYA,0.016129032,0.701612903,0.096774194,0.169354839,0.016129032
MAYANK,0,0.2,0,0.8,0
MAYNARD,0.019607843,0.941176471,0.019607843,0.019607843,0
MAYRA,0.876595745,0.114893617,0.004255319,0,0.004255319
MAZEN,0.033333333,0.9,0,0.066666667,0
MEAGAN,0,1,0,0,0
MEAGHAN,0,1,0,0,0
MEENA,0,0.218181818,0,0.763636364,0.018181818
MEERA,0,0.212121212,0,0.787878788,0
MEG,0,0.981818182,0,0.018181818,0
MEGAN,0.007404181,0.983013937,0.004790941,0.004355401,0.00043554
MEGGAN,0,1,0,0,0
MEGHAN,0.012389381,0.984070796,0,0.003539823,0
MEGHANN,0,1,0,0,0
MEHDI,0.026666667,0.76,0,0.213333333,0
MEHMET,0,0.871794872,0,0.102564103,0.025641026
MEHRAN,0.03030303,0.878787879,0,0.090909091,0
MEHRDAD,0,0.891304348,0,0.108695652,0
MEHUL,0,0.285714286,0,0.714285714,0
MEI,0.010638298,0.037234043,0,0.946808511,0.005319149
MEL,0.032786885,0.918032787,0,0.032786885,0.016393443
MELANIE,0.023062731,0.923431734,0.028136531,0.022601476,0.002767528
MELBA,0.181034483,0.525862069,0.137931034,0.146551724,0.00862069
MELCHOR,0.633333333,0.033333333,0,0.333333333,0
MELINA,0.183673469,0.693877551,0.020408163,0.081632653,0.020408163
MELINDA,0.03562341,0.921119593,0.017175573,0.020356234,0.005725191
MELISA,0.080291971,0.890510949,0.00729927,0.02189781,0
MELISSA,0.036641221,0.935322693,0.014573213,0.010825815,0.002637058
MELLISA,0,1,0,0,0
MELODIE,0,0.906976744,0.058139535,0.034883721,0
MELODY,0.029968454,0.897476341,0.029968454,0.03785489,0.004731861
MELONIE,0,0.837837838,0.108108108,0,0.054054054
MELVA,0.158730159,0.492063492,0.333333333,0.015873016,0
MELVIN,0.053159478,0.665997994,0.227683049,0.043129388,0.01003009
MELVYN,0.043478261,0.760869565,0.043478261,0.130434783,0.02173913
MENG,0,0,0,1,0
MERCEDES,0.637010676,0.24911032,0.042704626,0.071174377,0
MERCY,0.290909091,0.181818182,0.163636364,0.345454545,0.018181818
MEREDITH,0.003911343,0.9726206,0.015645372,0.006518905,0.001303781
MERI,0,0.951219512,0,0.024390244,0.024390244
MERIDETH,0,1,0,0,0
MERIDITH,0.03125,0.96875,0,0,0
MERLE,0.010638298,0.909574468,0.037234043,0.042553191,0
MERLIN,0.0625,0.8625,0.05,0.025,0
MERRI,0,0.975609756,0,0,0.024390244
MERRIE,0,1,0,0,0
MERRILEE,0.03125,0.9375,0,0,0.03125
MERRILL,0,0.991071429,0.008928571,0,0
MERRITT,0.02173913,0.97826087,0,0,0
MERRY,0.011235955,0.93258427,0.011235955,0.04494382,0
MERVIN,0.018867925,0.735849057,0.150943396,0.075471698,0.018867925
MERYL,0,0.985074627,0,0.014925373,0
MI,0,0.043103448,0.00862069,0.948275862,0
MIA,0.065359477,0.633986928,0.222222222,0.065359477,0.013071895
MIAO,0,0,0,1,0
MICA,0,1,0,0,0
MICAELA,0.672727273,0.309090909,0,0.018181818,0
MICAH,0.007092199,0.939716312,0.031914894,0.021276596,0
MICAHEL,0,1,0,0,0
MICHAEL,0.01693207,0.943626957,0.021417053,0.015924209,0.002099711
MICHAELA,0.016,0.936,0.024,0.024,0
MICHAELENE,0,1,0,0,0
MICHAL,0.009090909,0.981818182,0,0.009090909,0
MICHALE,0,1,0,0,0
MICHEAL,0.017647059,0.876470588,0.1,0.005882353,0
MICHEL,0.097826087,0.831521739,0.059782609,0.010869565,0
MICHELE,0.016203704,0.947048611,0.026041667,0.008680556,0.002025463
MICHELINE,0.028571429,0.885714286,0.085714286,0,0
MICHELL,0.03125,0.90625,0.03125,0.03125,0
MICHELLE,0.030486574,0.906824147,0.034019786,0.025842923,0.00282657
MICKEY,0.025641026,0.871794872,0.051282051,0.046153846,0.005128205
MICKIE,0,1,0,0,0
MIECZYSLAW,0,1,0,0,0
MIGDALIA,0.76744186,0.23255814,0,0,0
MIGUEL,0.920248869,0.061651584,0.005656109,0.011312217,0.001131222
MIHAELA,0.057142857,0.942857143,0,0,0
MIHAI,0,0.972222222,0,0.027777778,0
MIHAIL,0,1,0,0,0
MIKAEL,0,1,0,0,0
MIKE,0.0599631,0.815498155,0.007380074,0.117158672,0
MIKEL,0.0125,0.9125,0.0375,0.0375,0
MIKHAIL,0,0.965909091,0,0.028409091,0.005681818
MIKKI,0,1,0,0,0
MILA,0.035714286,0.553571429,0.017857143,0.392857143,0
MILAGROS,0.5,0.137681159,0.007246377,0.347826087,0.007246377
MILAN,0,0.843137255,0,0.12745098,0.029411765
MILDRED,0.077051926,0.691792295,0.179229481,0.046901173,0.005025126
MILENA,0.108695652,0.869565217,0,0.02173913,0
MILES,0.004405286,0.889867841,0.044052863,0.057268722,0.004405286
MILIND,0,0.236842105,0.026315789,0.736842105,0
MILLARD,0.019230769,0.903846154,0.057692308,0.019230769,0
MILLICENT,0.033333333,0.65,0.25,0.05,0.016666667
MILLIE,0.015873016,0.746031746,0.126984127,0.111111111,0
MILO,0.056603774,0.849056604,0.037735849,0.018867925,0.037735849
MILOS,0,1,0,0,0
MILTON,0.146771037,0.626223092,0.174168297,0.052837573,0
MIMI,0.017699115,0.584070796,0.017699115,0.380530973,0
MIN,0,0.013274336,0,0.986725664,0
MINA,0.032258065,0.64516129,0.056451613,0.258064516,0.008064516
MINDI,0,1,0,0,0
MINDY,0.017964072,0.912175649,0.001996008,0.065868263,0.001996008
MINERVA,0.590163934,0.196721311,0.049180328,0.163934426,0
MING,0.008403361,0.016806723,0,0.970588235,0.004201681
MINH,0.00619195,0.012383901,0,0.978328173,0.003095975
MINNIE,0.011111111,0.455555556,0.488888889,0.044444444,0
MIRA,0.019230769,0.769230769,0.038461538,0.173076923,0
MIRANDA,0.044843049,0.843049327,0.058295964,0.053811659,0
MIRCEA,0,1,0,0,0
MIREILLE,0.03125,0.65625,0.28125,0.03125,0
MIRELA,0,1,0,0,0
MIREYA,0.821428571,0.142857143,0.017857143,0.017857143,0
MIRIAM,0.297413793,0.636494253,0.03591954,0.027298851,0.002873563
MIRNA,0.822916667,0.166666667,0,0.010416667,0
MIROSLAW,0,1,0,0,0
MISAEL,0.880952381,0.071428571,0,0.047619048,0
MISTI,0,0.942857143,0.014285714,0.014285714,0.028571429
MISTY,0.00998004,0.964071856,0.017964072,0.001996008,0.005988024
MITCH,0.0125,0.95,0,0.025,0.0125
MITCHEL,0.025,0.9125,0.0375,0.025,0
MITCHELL,0.015491867,0.933384973,0.029434547,0.017041053,0.00464756
MITRA,0.048780488,0.682926829,0.048780488,0.195121951,0.024390244
MITZI,0.050632911,0.867088608,0.03164557,0.044303797,0.006329114
MODESTO,0.84,0,0,0.16,0
MOHAMAD,0.010309278,0.804123711,0.010309278,0.164948454,0.010309278
MOHAMED,0.018867925,0.581132075,0.113207547,0.260377358,0.026415094
MOHAMMAD,0.004885993,0.469055375,0.008143322,0.495114007,0.022801303
MOHAMMED,0.009501188,0.368171021,0.045130641,0.54631829,0.03087886
MOHAN,0.018181818,0.181818182,0,0.781818182,0.018181818
MOHSEN,0,0.86440678,0,0.13559322,0
MOIRA,0.026086957,0.947826087,0.008695652,0.017391304,0
MOISES,0.865979381,0.082474227,0,0.046391753,0.005154639
MOLLIE,0.015384615,0.953846154,0.030769231,0,0
MOLLY,0.009920635,0.96031746,0.005952381,0.020833333,0.00297619
MONA,0.043367347,0.755102041,0.06377551,0.135204082,0.00255102
MONICA,0.193975904,0.697590361,0.073092369,0.031726908,0.003614458
MONIKA,0.01754386,0.873684211,0.014035088,0.087719298,0.007017544
MONIQUE,0.082969432,0.628820961,0.240174672,0.037117904,0.010917031
MONROE,0,0.633333333,0.366666667,0,0
MONTE,0.017777778,0.946666667,0.031111111,0.004444444,0
MONTGOMERY,0,0.970588235,0,0.029411765,0
MONTY,0.032258065,0.935483871,0,0.019354839,0.012903226
MOON,0.027027027,0.081081081,0,0.891891892,0
MORDECHAI,0,1,0,0,0
MORGAN,0.007211538,0.935096154,0.016826923,0.038461538,0.002403846
MORRIS,0.011029412,0.819852941,0.143382353,0.022058824,0.003676471
MORTON,0.014925373,0.925373134,0.029850746,0.029850746,0
MOSES,0.125,0.403846154,0.355769231,0.115384615,0
MOSHE,0,0.975,0,0.025,0
MOSTAFA,0.032258065,0.709677419,0,0.258064516,0
MU,0,0,0,1,0
MUHAMMAD,0,0.368663594,0.036866359,0.576036866,0.01843318
MUKESH,0.014285714,0.228571429,0,0.728571429,0.028571429
MURALI,0,0.12,0,0.86,0.02
MURAT,0,0.971428571,0.028571429,0,0
MURIEL,0.03164557,0.753164557,0.189873418,0.018987342,0.006329114
MURRAY,0,0.976470588,0.023529412,0,0
MUSTAFA,0,0.75,0.073529412,0.176470588,0
MY,0,0.050632911,0.012658228,0.936708861,0
MYKHAYLO,0,1,0,0,0
MYLES,0.011764706,0.894117647,0.058823529,0.035294118,0
MYONG,0.020408163,0.163265306,0,0.795918367,0.020408163
MYRA,0.065217391,0.767080745,0.096273292,0.068322981,0.00310559
MYRIAM,0.425925926,0.425925926,0.092592593,0.055555556,0
MYRNA,0.180428135,0.599388379,0.042813456,0.168195719,0.009174312
MYRON,0.003759398,0.838345865,0.12406015,0.026315789,0.007518797
MYRTLE,0,0.558441558,0.402597403,0.025974026,0.012987013
MYUNG,0,0,0,1,0
NABIL,0.03125,0.854166667,0.010416667,0.104166667,0
NADA,0.020408163,0.959183673,0,0.020408163,0
NADEEM,0,0.361111111,0.027777778,0.583333333,0.027777778
NADER,0,0.885416667,0,0.114583333,0
NADEZHDA,0,1,0,0,0
NADIA,0.111650485,0.669902913,0.082524272,0.121359223,0.014563107
NADINE,0.01703163,0.817518248,0.111922141,0.04622871,0.00729927
NAI,0,0,0,1,0
NALINI,0,0.4375,0.0625,0.5,0
NAM,0,0.008196721,0,0.991803279,0
NAN,0.008196721,0.680327869,0.008196721,0.295081967,0.008196721
NANCEE,0,1,0,0,0
NANCI,0.076923077,0.913461538,0.009615385,0,0
NANCIE,0.027777778,0.888888889,0.027777778,0.027777778,0.027777778
NANCY,0.035900104,0.931581686,0.008498092,0.021852237,0.002167881
NANETTE,0.025089606,0.88172043,0.028673835,0.064516129,0
NANG,0,0,0,1,0
NANNETTE,0.0375,0.9,0.05,0,0.0125
NAOMI,0.073770492,0.758196721,0.079918033,0.081967213,0.006147541
NAPOLEON,0.272727273,0.181818182,0.363636364,0.181818182,0
NARCISO,0.580645161,0.193548387,0,0.225806452,0
NARENDRA,0,0.12962963,0,0.87037037,0
NARESH,0,0.166666667,0.018518519,0.796296296,0.018518519
NARINDER,0,0.115384615,0,0.865384615,0.019230769
NASSER,0,0.756097561,0,0.219512195,0.024390244
NATALIA,0.222222222,0.728888889,0.022222222,0.022222222,0.004444444
NATALIE,0.041772152,0.897468354,0.043670886,0.012025316,0.005063291
NATALIYA,0.014285714,0.985714286,0,0,0
NATALYA,0.010989011,0.967032967,0,0.021978022,0
NATASHA,0.040322581,0.688172043,0.233870968,0.032258065,0.005376344
NATE,0,1,0,0,0
NATHALIE,0.082352941,0.729411765,0.117647059,0.058823529,0.011764706
NATHAN,0.00872905,0.943086592,0.022346369,0.021298883,0.004539106
NATHANAEL,0.027777778,0.888888889,0.041666667,0.041666667,0
NATHANIEL,0.013831259,0.737206086,0.225449516,0.019363762,0.004149378
NATIVIDAD,0.575757576,0.106060606,0,0.318181818,0
NAVEEN,0.050847458,0.254237288,0,0.694915254,0
NAVIN,0,0.15625,0.03125,0.78125,0.03125
NEAL,0.002962963,0.957037037,0.008888889,0.028148148,0.002962963
NED,0.041666667,0.875,0.058333333,0.025,0
NEDRA,0,0.833333333,0.166666667,0,0
NEELAM,0,0.27027027,0,0.702702703,0.027027027
NEENA,0.029411765,0.470588235,0,0.5,0
NEERAJ,0,0.177777778,0,0.822222222,0
NEETA,0.032258065,0.225806452,0,0.709677419,0.032258065
NEHA,0,0.244444444,0.022222222,0.733333333,0
NEIL,0.011517615,0.947831978,0.010162602,0.027777778,0.002710027
NELDA,0.120481928,0.795180723,0.060240964,0.024096386,0
NELIA,0.176470588,0.323529412,0,0.5,0
NELL,0,0.928571429,0.071428571,0,0
NELLA,0,1,0,0,0
NELLIE,0.196428571,0.583333333,0.142857143,0.071428571,0.005952381
NELLY,0.554545455,0.318181818,0.018181818,0.109090909,0
NELSON,0.376080692,0.463976945,0.037463977,0.115273775,0.007204611
NENITA,0.039215686,0.117647059,0,0.843137255,0
NESTOR,0.643835616,0.109589041,0.006849315,0.239726027,0
NETTIE,0,0.543478261,0.456521739,0,0
NEVA,0.019607843,0.960784314,0,0,0.019607843
NEVILLE,0.023255814,0.651162791,0.302325581,0.023255814,0
NEVIN,0,0.837837838,0,0.135135135,0.027027027
NEWTON,0.051282051,0.717948718,0.076923077,0.153846154,0
NGA,0,0,0,1,0
NGAN,0,0.03125,0,0.96875,0
NGHIA,0,0.03125,0,0.96875,0
NGOC,0,0.021505376,0,0.978494624,0
NGUYEN,0.020408163,0.020408163,0,0.93877551,0.020408163
NGUYET,0,0,0,1,0
NHAN,0,0,0,0.983870968,0.016129032
NHU,0,0,0,1,0
NIALL,0,1,0,0,0
NICHOL,0,0.882352941,0.088235294,0.029411765,0
NICHOLAS,0.025251444,0.950353092,0.013053713,0.010057779,0.001283972
NICHOLAUS,0,1,0,0,0
NICHOLE,0.017073171,0.87804878,0.095121951,0.004878049,0.004878049
NICK,0.069724771,0.856880734,0.003669725,0.066055046,0.003669725
NICKI,0.016666667,0.95,0.016666667,0.016666667,0
NICKIE,0,0.966666667,0.033333333,0,0
NICKOLAS,0.028301887,0.943396226,0.009433962,0,0.018867925
NICKY,0.052631579,0.789473684,0.026315789,0.131578947,0
NICOLA,0.011049724,0.878453039,0.093922652,0.011049724,0.005524862
NICOLAE,0.055555556,0.916666667,0,0.027777778,0
NICOLAS,0.441176471,0.518716578,0.013368984,0.026737968,0
NICOLE,0.024355301,0.911413563,0.049904489,0.011938873,0.002387775
NICOLETTA,0,1,0,0,0
NICOLETTE,0.043478261,0.923913043,0.02173913,0.010869565,0
NICOLLE,0,0.925,0.05,0.025,0
NIELS,0,1,0,0,0
NIGEL,0,0.79,0.15,0.06,0
NIKHIL,0,0.288888889,0,0.711111111,0
NIKI,0,0.86440678,0.016949153,0.118644068,0
NIKKI,0.043189369,0.827242525,0.063122924,0.059800664,0.006644518
NIKOLA,0,1,0,0,0
NIKOLAI,0,0.96875,0,0,0.03125
NIKOLAOS,0,0.980392157,0,0,0.019607843
NIKOLAS,0.023255814,0.906976744,0.046511628,0.023255814,0
NIKOLAUS,0,1,0,0,0
NIKOLAY,0,1,0,0,0
NIKOLE,0,0.970588235,0.029411765,0,0
NILA,0.027777778,0.694444444,0,0.277777778,0
NILDA,0.746268657,0.089552239,0,0.164179104,0
NILES,0.028571429,0.971428571,0,0,0
NILESH,0,0.196428571,0,0.785714286,0.017857143
NILS,0.01754386,0.98245614,0,0,0
NINA,0.034916201,0.835195531,0.047486034,0.076815642,0.005586592
NING,0,0.032786885,0,0.967213115,0
NIRMAL,0.025641026,0.282051282,0,0.666666667,0.025641026
NIRMALA,0,0.157894737,0.052631579,0.789473684,0
NISHA,0,0.264150943,0.037735849,0.679245283,0.018867925
NITA,0.009433962,0.679245283,0,0.301886792,0.009433962
NITIN,0.012987013,0.181818182,0,0.766233766,0.038961039
NOAH,0.015151515,0.920454545,0.022727273,0.034090909,0.007575758
NOE,0.904411765,0.066176471,0,0.029411765,0
NOEL,0.19434629,0.623674912,0.042402827,0.136042403,0.003533569
NOELIA,0.735294118,0.264705882,0,0,0
NOELLE,0.010752688,0.935483871,0.02688172,0.021505376,0.005376344
NOEMI,0.650943396,0.150943396,0.028301887,0.169811321,0
NOLA,0.012658228,0.911392405,0.075949367,0,0
NOLAN,0.01459854,0.839416058,0.051094891,0.094890511,0
NONA,0.012987013,0.831168831,0.103896104,0.038961039,0.012987013
NORA,0.20069808,0.685863874,0.038394415,0.071553229,0.003490401
NORBERT,0.027972028,0.909090909,0.027972028,0.027972028,0.006993007
NORBERTO,0.794871795,0.08974359,0,0.115384615,0
NOREEN,0.013289037,0.906976744,0.016611296,0.059800664,0.003322259
NORINE,0,0.914285714,0,0.085714286,0
NORM,0,1,0,0,0
NORMA,0.340282448,0.558843309,0.060524546,0.034969738,0.00537996
NORMAN,0.014159292,0.887905605,0.051327434,0.043657817,0.002949853
NORMAND,0,0.956521739,0,0.02173913,0.02173913
NORRIS,0,0.618181818,0.327272727,0.054545455,0
NUBIA,0.941176471,0.058823529,0,0,0
NUNZIO,0,1,0,0,0
NYDIA,0.65625,0.28125,0,0.0625,0
OANH,0,0.046511628,0.023255814,0.930232558,0
OBDULIA,1,0,0,0,0
OCTAVIA,0.096774194,0.193548387,0.709677419,0,0
OCTAVIANO,1,0,0,0,0
OCTAVIO,0.880794702,0.105960265,0.006622517,0.006622517,0
ODELL,0,0.363636364,0.636363636,0,0
ODESSA,0.026315789,0.342105263,0.605263158,0.026315789,0
ODETTE,0.161290323,0.580645161,0.193548387,0.064516129,0
OFELIA,0.723163842,0.101694915,0,0.175141243,0
