firstname,f_his,f_whi,f_bla,f_asi,f_ai,f_oth
BERNARDINO,0.000141958,2.28E-06,0,2.40E-05,0,0
BERNARDO,0.000524152,5.47E-06,2.68E-05,0.000131786,0,0
BERNHARD,0,2.42E-05,0,5.99E-06,0,0
BERNICE,0.000103738,9.49E-05,0.000750094,4.79E-05,0,0
BERNIE,4.91E-05,2.51E-05,3.57E-05,5.99E-05,0,0
BERT,1.09E-05,8.12E-05,1.79E-05,9.58E-05,0,0
BERTA,0.000185637,1.05E-05,1.79E-05,5.99E-06,0,0
BERTHA,0.001474177,5.06E-05,0.000473273,2.40E-05,0.000225836,0
BERTRAM,0,1.23E-05,0.000125016,2.40E-05,0,0
BERTRAND,5.46E-06,1.28E-05,7.14E-05,1.80E-05,0,0.000242072
BERYL,0,2.60E-05,5.36E-05,1.20E-05,0.000225836,0
BESSIE,2.73E-05,2.74E-05,0.000446484,4.19E-05,0,0
BETH,7.10E-05,0.00112873,8.04E-05,6.59E-05,0,0.000726216
BETHANN,0,1.87E-05,0,0,0,0
BETHANNE,0,1.23E-05,0,0,0,0
BETHANY,2.18E-05,0.000264967,6.25E-05,2.40E-05,0.000225836,0.000484144
BETSY,0.000109198,0.000209784,7.14E-05,8.39E-05,0.000225836,0
BETTE,1.09E-05,7.16E-05,1.79E-05,5.99E-06,0,0
BETTIE,5.46E-06,2.60E-05,0.000250031,5.99E-06,0.000225836,0
BETTINA,3.28E-05,3.28E-05,7.14E-05,1.80E-05,0.000225836,0
BETTY,0.000464093,0.001079021,0.002687836,0.000682892,0.000903342,0.001210361
BETTYE,0,2.05E-05,0.00028575,0,0.000225836,0
BEULAH,0,1.05E-05,9.82E-05,5.99E-06,0,0
BEVERLEY,5.46E-06,4.15E-05,8.93E-05,5.99E-06,0,0.000242072
BEVERLY,0.000251156,0.001200787,0.002446734,0.00020367,0.000903342,0.001452433
BHARAT,0,7.75E-06,0,0.000365407,0.000225836,0
BHAVNA,5.46E-06,3.65E-06,0,0.000167728,0,0
BHUPINDER,0,3.19E-06,1.79E-05,0.000119806,0.000451671,0
BIANCA,0.000212937,3.01E-05,6.25E-05,5.99E-06,0,0
BIBI,1.64E-05,8.21E-06,1.79E-05,0.000173718,0.000225836,0.000242072
BIJAN,0,1.46E-05,0,3.00E-05,0,0
BILL,8.74E-05,0.000225746,0.000142875,0.000365407,0.000225836,0.000242072
BILLIE,5.46E-05,0.000186982,0.000241102,3.00E-05,0.000225836,0.000726216
BILLY,0.000207477,0.000489801,0.000892969,0.000305504,0.001129178,0.001452433
BIN,0,1.37E-06,0,0.000551106,0,0
BINA,5.46E-06,3.65E-06,0,0.000119806,0.000677507,0
BING,1.09E-05,2.74E-06,0,0.000533135,0,0
BINH,1.09E-05,2.74E-06,0,0.000802698,0,0
BIPIN,0,5.02E-06,8.93E-06,0.000107825,0.000451671,0
BIRGIT,0,1.87E-05,0,5.99E-06,0,0
BIRGITTA,0,1.05E-05,0,0,0,0
BJORN,0,1.87E-05,0,0,0,0
BLAINE,0,9.03E-05,2.68E-05,5.99E-06,0.000225836,0
BLAIR,5.46E-06,0.000119942,5.36E-05,5.99E-06,0,0
BLAISE,0,1.37E-05,2.68E-05,5.99E-06,0,0
BLAKE,2.18E-05,0.000250829,5.36E-05,4.19E-05,0,0
BLANCA,0.002435123,1.78E-05,8.93E-06,1.80E-05,0,0
BLANCHE,5.46E-06,3.33E-05,0.000107156,1.20E-05,0.000451671,0.000242072
BLAS,0.000163797,9.12E-07,0,0,0,0
BLYTHE,5.46E-06,1.60E-05,0,5.99E-06,0,0
BO,0,1.50E-05,0,0.000593038,0.000225836,0.000242072
BOB,1.64E-05,9.99E-05,6.25E-05,0.000155747,0.000225836,0
BOBBI,1.64E-05,7.94E-05,0,5.99E-06,0,0.000242072
BOBBIE,3.82E-05,0.000150041,0.0005715,1.20E-05,0.000677507,0.000484144
BOBBY,0.000180177,0.000402238,0.001384102,0.000287534,0.000903342,0.001694505
BOGDAN,0,3.56E-05,0,5.99E-06,0,0
BOGUSLAW,0,1.00E-05,0,0,0,0
BOHDAN,0,1.28E-05,0,0,0,0
BONG,0,9.12E-07,0,0.000197679,0,0
BONIFACIO,0.000202017,9.12E-07,0,7.79E-05,0,0.000242072
BONITA,2.18E-05,0.00012131,0.000321469,1.80E-05,0,0
BONNI,0,8.21E-06,0,0,0,0
BONNIE,0.000125578,0.00126281,0.000267891,0.000227631,0.000451671,0.000484144
BONNY,0,2.74E-05,8.93E-06,1.20E-05,0,0
BORIS,7.10E-05,0.000116749,7.14E-05,1.80E-05,0,0
BOYD,5.46E-06,8.35E-05,2.68E-05,1.20E-05,0,0.000242072
BOZENA,0,3.15E-05,0,0,0,0
BRAD,2.73E-05,0.000640298,0.000125016,3.00E-05,0.001355014,0
BRADD,0,7.30E-06,0,0,0,0
BRADEN,0,2.96E-05,0,0,0.000225836,0
BRADFORD,1.64E-05,0.000249917,8.93E-05,5.39E-05,0,0
BRADLEY,4.37E-05,0.001631757,6.25E-05,0.000113815,0.001129178,0.000484144
BRADLY,5.46E-06,3.19E-05,0,0,0,0
BRADY,1.64E-05,8.57E-05,7.14E-05,1.80E-05,0,0
BRANDEN,5.46E-06,2.19E-05,0,0,0,0.000242072
BRANDI,7.64E-05,0.000222554,0.00027682,1.20E-05,0,0.000484144
BRANDIE,0,3.24E-05,2.68E-05,5.99E-06,0,0
BRANDON,0.000245696,0.001124626,0.000901898,0.000341446,0.001806685,0.000968289
BRANDT,0,2.51E-05,8.93E-06,0,0,0
BRANDY,9.83E-05,0.000213889,0.000160734,3.00E-05,0.000451671,0.001210361
BRANKO,0,9.12E-06,0,0,0,0
BRANNON,0,1.14E-05,0,0,0,0
BRANT,0,4.29E-05,1.79E-05,0,0,0
BREANNA,5.46E-06,2.10E-05,1.79E-05,0,0,0
BREANNE,5.46E-06,2.14E-05,8.93E-06,5.99E-06,0.000451671,0
BREE,0,1.82E-05,1.79E-05,0,0,0
BRENDA,0.001364979,0.00197106,0.004170164,0.000341446,0.002258356,0.002662794
BRENDAN,2.18E-05,0.000233955,8.93E-06,3.00E-05,0.000225836,0
BRENDON,5.46E-06,2.69E-05,2.68E-05,0,0,0.000242072
BRENNA,5.46E-06,3.65E-05,0,0,0,0
BRENNAN,5.46E-06,2.65E-05,8.93E-06,5.99E-06,0,0
BRENT,9.28E-05,0.000934908,0.000187523,8.99E-05,0.000903342,0.000242072
BRENTON,0,2.65E-05,2.68E-05,0,0,0
BRET,5.46E-06,0.000186982,4.46E-05,0,0.000225836,0
BRETT,3.82E-05,0.000875165,0.000151805,3.00E-05,0.000451671,0.000242072
BRIAN,0.000715249,0.00802972,0.002187773,0.001743173,0.004065041,0.00338901
BRIANA,3.82E-05,4.24E-05,8.93E-06,5.99E-06,0,0
BRIANNA,1.64E-05,4.51E-05,8.93E-06,5.99E-06,0,0
BRIANNE,5.46E-06,4.20E-05,0,0,0,0
BRICE,0,3.74E-05,0,1.20E-05,0,0
BRIDGET,6.01E-05,0.000330182,0.000348258,3.00E-05,0,0
BRIDGETT,5.46E-06,2.42E-05,8.93E-05,0,0,0
BRIDGETTE,1.64E-05,4.29E-05,0.00027682,5.99E-06,0.000225836,0
BRIDGIT,0,7.75E-06,0,0,0,0
BRIEN,5.46E-06,1.69E-05,8.93E-06,5.99E-06,0,0
BRIENNE,0,6.84E-06,0,0,0,0
BRIGETTE,1.09E-05,1.46E-05,2.68E-05,0,0,0
BRIGID,5.46E-06,3.42E-05,0,0,0,0.000242072
BRIGIDA,7.10E-05,3.65E-06,8.93E-06,5.39E-05,0,0.000242072
BRIGITTE,1.64E-05,7.25E-05,6.25E-05,4.19E-05,0,0
BRIJESH,0,0,0,8.99E-05,0,0
BRION,5.46E-06,1.41E-05,8.93E-06,5.99E-06,0,0
BRITA,0,6.84E-06,0,0,0,0
BRITNEY,5.46E-06,2.23E-05,2.68E-05,0,0,0
BRITT,5.46E-06,4.38E-05,1.79E-05,0,0,0
BRITTA,0,2.51E-05,0,0,0,0
BRITTANY,2.18E-05,0.000246725,0.000169664,3.00E-05,0,0
BRITTNEY,1.09E-05,6.11E-05,4.46E-05,5.99E-06,0.000451671,0
BRITTON,0,2.55E-05,8.93E-06,0,0,0
BROCK,5.46E-06,7.30E-05,1.79E-05,0,0,0.000242072
BRODIE,0,7.75E-06,0,0,0,0
BRODY,0,1.00E-05,0,0,0,0
BRONWYN,0,1.50E-05,0,0,0,0
BROOK,0,5.24E-05,2.68E-05,0,0,0
BROOKE,2.73E-05,0.000330182,8.93E-05,1.80E-05,0.000225836,0.000242072
BROOKS,0,6.84E-05,0,5.99E-06,0,0
BRUCE,0.000180177,0.002330885,0.001009055,0.000443281,0.002484192,0.001452433
BRUNO,0.000152878,5.43E-05,8.93E-06,0,0,0
BRYAN,0.000272996,0.001573838,0.000696516,0.00062299,0.000225836,0.000484144
BRYANT,4.37E-05,6.25E-05,0.000258961,7.79E-05,0,0
BRYCE,1.09E-05,0.000103068,1.79E-05,3.59E-05,0,0
BRYN,1.09E-05,1.50E-05,0,5.99E-06,0,0
BRYNN,0,1.37E-05,0,0,0,0
BRYON,0,6.80E-05,8.04E-05,5.99E-06,0,0.000242072
BRYSON,0,1.46E-05,0,1.20E-05,0,0
BUCK,0,8.21E-06,0,0,0,0
BUD,5.46E-06,1.37E-05,0,5.99E-06,0,0
BUDDY,5.46E-06,2.65E-05,8.93E-06,2.40E-05,0.000225836,0
BUFFY,0,1.05E-05,0,0,0,0
BUFORD,0,1.23E-05,3.57E-05,0,0,0
BURKE,0,1.32E-05,0,5.99E-06,0.000225836,0
BURT,5.46E-06,2.83E-05,5.36E-05,5.99E-06,0,0
BURTON,1.64E-05,6.20E-05,5.36E-05,2.40E-05,0.000225836,0
BYRON,0.000223857,0.00020796,0.000598289,0.000143767,0.000225836,0
BYUNG,5.46E-06,1.82E-06,0,0.000503184,0,0
CADE,0,8.67E-06,0,0,0,0
CAESAR,7.10E-05,6.84E-06,8.93E-06,1.80E-05,0,0
CAITLIN,0,8.89E-05,8.93E-06,2.40E-05,0,0
CALE,0,1.00E-05,0,0,0,0
CALEB,2.73E-05,0.000103068,8.93E-06,1.20E-05,0.000225836,0
CALLIE,0,3.28E-05,9.82E-05,1.20E-05,0,0
CALVIN,2.73E-05,0.000200207,0.00172343,0.000658931,0.000225836,0.000242072
CAM,0,5.47E-06,0,0.00020966,0,0
CAMELIA,2.18E-05,1.05E-05,3.57E-05,1.20E-05,0,0
CAMERON,1.64E-05,0.000239428,0.000125016,5.39E-05,0.000451671,0
CAMI,0,2.78E-05,0,0,0,0
CAMIE,0,6.84E-06,0,0,0,0
CAMILLA,0,3.37E-05,5.36E-05,0,0,0
CAMILLE,6.55E-05,0.00015369,0.000232172,5.39E-05,0,0.000242072
CAMILO,0.000120118,3.65E-06,0,4.19E-05,0,0
CAN,0,3.19E-06,0,0.000155747,0,0
CANDACE,3.28E-05,0.000332006,0.000508992,5.39E-05,0.000451671,0
CANDELARIO,0.000207477,1.82E-06,0,0,0,0
CANDI,5.46E-06,1.60E-05,0,0,0.000225836,0
CANDICE,7.64E-05,0.000212521,0.00029468,0.000119806,0.000225836,0.000726216
CANDIDA,0.000125578,5.02E-06,1.79E-05,1.20E-05,0,0
CANDIDO,0.000131038,1.82E-06,0,3.59E-05,0,0
CANDIS,5.46E-06,1.82E-05,3.57E-05,5.99E-06,0,0
CANDY,6.01E-05,8.16E-05,5.36E-05,5.99E-05,0.000225836,0
CANDYCE,1.09E-05,1.28E-05,8.93E-06,0,0,0
CARA,1.64E-05,0.000206136,9.82E-05,2.40E-05,0,0.000726216
CAREN,0,5.97E-05,4.46E-05,5.99E-06,0,0
CAREY,5.46E-06,0.000156426,5.36E-05,3.59E-05,0,0
CARI,2.18E-05,8.67E-05,0,5.99E-06,0,0
CARIDAD,9.28E-05,3.19E-06,0,3.59E-05,0,0
CARIE,0,2.78E-05,0,5.99E-06,0,0
CARIN,5.46E-06,3.83E-05,2.68E-05,5.99E-06,0,0
CARINA,0.000114658,1.73E-05,8.93E-06,2.40E-05,0,0
CARISSA,1.64E-05,4.88E-05,3.57E-05,4.19E-05,0,0
CARL,0.000185637,0.001431549,0.002152055,0.000293524,0.000903342,0.001936577
CARLA,0.000447713,0.000647139,0.001160859,4.19E-05,0.000225836,0.000968289
CARLEE,0,1.14E-05,0,0,0,0
CARLEEN,0,3.19E-05,2.68E-05,1.20E-05,0,0
CARLENE,5.46E-06,5.43E-05,9.82E-05,5.99E-06,0.001129178,0
CARLETON,0,1.37E-05,1.79E-05,0,0.000225836,0
CARLEY,0,1.19E-05,0,0,0,0
CARLIE,0,1.46E-05,0,0,0,0
CARLIN,0,1.23E-05,1.79E-05,1.20E-05,0,0
CARLO,8.74E-05,5.47E-05,3.57E-05,9.58E-05,0,0
CARLOS,0.013054659,0.000176036,0.000446484,0.000353427,0.000451671,0.000726216
CARLOTTA,5.46E-06,1.60E-05,0.000151805,5.99E-06,0.000225836,0.000242072
CARLTON,1.64E-05,8.85E-05,0.000723305,1.80E-05,0,0
CARLY,1.09E-05,7.07E-05,0,5.99E-06,0,0
CARLYN,0,1.19E-05,0,0,0,0
CARMA,0,1.28E-05,0,0,0,0
CARMEL,5.46E-06,2.74E-05,8.04E-05,3.00E-05,0,0
CARMELA,0.000147418,6.02E-05,1.79E-05,4.79E-05,0,0.000242072
CARMELITA,5.46E-05,9.58E-06,6.25E-05,0.00022164,0,0.000242072
CARMELLA,2.73E-05,3.06E-05,3.57E-05,5.99E-06,0,0
CARMELO,0.000169257,2.10E-05,1.79E-05,6.59E-05,0.000225836,0
CARMEN,0.004662768,0.000313764,0.000750094,0.000269563,0.000225836,0.000484144
CARMINE,1.09E-05,5.29E-05,0,0,0,0
CAROL,0.000715249,0.003903811,0.002071688,0.000682892,0.002484192,0.002904866
CAROLA,2.18E-05,1.09E-05,8.93E-06,1.20E-05,0,0
CAROLANN,1.09E-05,1.82E-05,1.79E-05,0,0,0
CAROLE,3.82E-05,0.000555928,0.00029468,0.000107825,0,0.000968289
CAROLEE,5.46E-06,2.37E-05,0,0,0,0
CAROLINA,0.000857207,2.65E-05,2.68E-05,0.000143767,0,0
CAROLINE,0.000202017,0.000512147,0.000321469,0.000323475,0.000451671,0.000726216
CAROLYN,0.000349435,0.001913597,0.003321844,0.000299514,0.000451671,0.001936577
CAROLYNN,1.09E-05,2.28E-05,1.79E-05,0,0,0
CARON,1.09E-05,2.87E-05,8.93E-06,0,0,0
CARRI,0,2.69E-05,0,0,0,0.000242072
CARRIE,0.000136498,0.001035696,0.000482203,0.000173718,0.000677507,0.000726216
CARROL,0,1.41E-05,5.36E-05,0,0,0
CARROLL,5.46E-06,8.16E-05,7.14E-05,1.20E-05,0.000225836,0
CARSON,5.46E-06,3.47E-05,1.79E-05,1.80E-05,0,0
CARTER,0,5.97E-05,7.14E-05,5.99E-06,0,0
CARY,3.28E-05,0.000175124,8.04E-05,0.000125796,0,0.000726216
CARYL,5.46E-06,3.19E-05,2.68E-05,1.20E-05,0.000225836,0
CARYN,1.64E-05,0.000120854,1.79E-05,1.80E-05,0,0.000242072
CASANDRA,2.18E-05,1.37E-05,8.93E-05,0,0,0
CASEY,3.82E-05,0.000501202,0.000160734,0.000161738,0.000225836,0.000242072
CASIMIR,5.46E-06,1.32E-05,8.93E-06,0,0,0
CASSANDRA,9.83E-05,0.000226202,0.001169789,5.99E-05,0,0
CASSIDY,5.46E-06,2.10E-05,8.93E-06,1.20E-05,0,0
CASSIE,5.46E-06,7.62E-05,2.68E-05,1.20E-05,0.000225836,0
CATALINA,0.000496852,1.23E-05,0,0.000119806,0.000225836,0.000242072
CATERINA,1.09E-05,1.73E-05,0,0,0,0
CATHARINE,1.09E-05,4.06E-05,8.93E-06,5.99E-06,0,0
CATHERINE,0.000496852,0.002490504,0.001223367,0.000898543,0.00203252,0.000968289
CATHI,0,2.28E-05,0,0,0,0
CATHIE,0,4.06E-05,2.68E-05,5.99E-06,0,0
CATHLEEN,4.37E-05,0.000228482,0,1.20E-05,0,0.000242072
CATHRYN,5.46E-06,7.84E-05,1.79E-05,0,0,0.000484144
CATHY,0.000207477,0.000776658,0.000508992,0.000323475,0.000225836,0.000726216
CATRINA,1.09E-05,1.73E-05,8.93E-05,1.20E-05,0,0
CECELIA,6.55E-05,8.39E-05,0.000205383,3.00E-05,0,0
CECIL,2.73E-05,0.000117662,0.000508992,3.00E-05,0,0.000242072
CECILE,5.46E-06,3.56E-05,6.25E-05,6.59E-05,0,0
CECILIA,0.001435958,0.000154146,0.000142875,0.000509174,0.000225836,0.000242072
CECILIO,0.000147418,2.74E-06,0,1.20E-05,0,0
CECILY,0,1.60E-05,8.93E-06,1.80E-05,0,0
CEDRIC,0,1.64E-05,0.000732234,7.19E-05,0,0.000484144
CELESTE,0.000125578,0.000147305,0.000205383,0.000101835,0.000225836,0
CELESTINO,9.83E-05,2.28E-06,8.93E-06,3.59E-05,0,0
CELIA,0.000786228,8.25E-05,8.93E-05,0.000101835,0,0.000242072
CELINA,0.000234776,1.23E-05,1.79E-05,1.80E-05,0,0
CELINE,1.64E-05,1.82E-05,1.79E-05,2.40E-05,0,0
CELSO,0.000262076,2.74E-06,0,4.19E-05,0,0
CESAR,0.003117612,2.19E-05,8.93E-06,0.000365407,0,0
CEZARY,0,8.67E-06,0,0,0,0
CHAD,7.64E-05,0.001405098,0.000223242,0.000155747,0.001355014,0.000242072
CHADWICK,5.46E-06,5.38E-05,0,5.99E-06,0,0
CHAN,0,3.19E-06,0,0.000359417,0,0
CHANCE,1.64E-05,3.01E-05,2.68E-05,0,0.000225836,0
CHANDA,0,1.69E-05,0.000116086,4.79E-05,0,0
CHANDLER,5.46E-06,1.82E-05,2.68E-05,5.99E-06,0,0
CHANDRA,1.09E-05,5.06E-05,0.000214313,0.000335456,0.000225836,0
CHANG,5.46E-06,1.37E-06,0,0.000922504,0,0.000242072
CHANH,0,0,0,0.000143767,0,0
CHANNING,0,7.30E-06,0,0,0,0
CHANTAL,1.09E-05,2.28E-05,0.000116086,4.19E-05,0,0
CHANTEL,1.64E-05,1.73E-05,5.36E-05,0,0,0
CHANTELLE,5.46E-06,1.64E-05,5.36E-05,1.80E-05,0,0
CHAO,0,9.12E-07,0,0.000437291,0,0
CHARISSA,1.09E-05,1.41E-05,8.93E-06,1.20E-05,0,0
CHARISSE,2.18E-05,1.60E-05,8.04E-05,1.20E-05,0,0
CHARITY,1.64E-05,6.57E-05,0.000107156,1.80E-05,0.000225836,0
CHARLA,0,2.96E-05,3.57E-05,1.20E-05,0.000451671,0
CHARLEEN,0,2.83E-05,1.79E-05,2.40E-05,0.000225836,0
CHARLENE,9.28E-05,0.000419112,0.000910828,0.000131786,0.000451671,0.000968289
CHARLES,0.001091983,0.006776943,0.008054578,0.001455639,0.005871725,0.007504236
CHARLEY,1.09E-05,1.37E-05,6.25E-05,3.00E-05,0,0
CHARLIE,0.000141958,9.08E-05,0.000759023,0.000329466,0.000225836,0
CHARLOTTE,9.28E-05,0.000508955,0.000767953,0.000101835,0.001129178,0.001452433
CHARMAINE,2.18E-05,3.92E-05,0.000357188,7.79E-05,0.000451671,0.000242072
CHASE,1.64E-05,6.11E-05,1.79E-05,1.80E-05,0.000451671,0.000242072
CHASITY,0,1.37E-05,5.36E-05,0,0.000225836,0
CHASTITY,1.09E-05,1.41E-05,2.68E-05,0,0,0
CHAU,0,9.12E-07,0,0.000581058,0,0
CHAUNCEY,0,7.75E-06,0.000133945,5.99E-06,0,0
CHEE,5.46E-06,0,8.93E-06,0.000167728,0,0
CHELSEA,2.18E-05,0.000112645,2.68E-05,3.59E-05,0,0
CHELSEY,0,2.33E-05,0,0,0,0
CHEN,0,1.82E-06,0,0.000293524,0,0
CHENG,5.46E-06,9.12E-07,0,0.000575067,0,0
CHERI,2.18E-05,0.00019291,0.000107156,1.80E-05,0,0
CHERIE,6.01E-05,0.000170108,8.04E-05,4.79E-05,0,0
CHERISE,0,8.67E-06,9.82E-05,5.99E-06,0,0
CHERRI,0,1.73E-05,8.93E-06,5.99E-06,0,0
CHERRIE,5.46E-06,1.14E-05,4.46E-05,1.80E-05,0,0
CHERRY,5.46E-06,2.46E-05,8.93E-05,0.000101835,0.000451671,0.000242072
CHERRYL,0,1.23E-05,3.57E-05,0,0,0
CHERYL,0.000212937,0.002502361,0.002759273,0.000389368,0.001129178,0.002420721
CHERYLE,5.46E-06,2.65E-05,2.68E-05,5.99E-06,0,0
CHERYLL,5.46E-06,1.41E-05,8.93E-06,5.99E-06,0,0
CHESTER,1.64E-05,0.000158706,0.000321469,0.000101835,0.000451671,0
CHET,1.09E-05,2.74E-05,3.57E-05,1.80E-05,0.000225836,0
CHETAN,0,3.19E-06,0,0.000197679,0,0
CHEUK,0,0,0,8.99E-05,0,0
CHEYENNE,0,1.19E-05,2.68E-05,0,0.000677507,0
CHI,0,2.74E-06,0,0.001305882,0,0
CHIA,0,4.56E-07,0,0.000227631,0,0
CHIEN,0,0,0,0.000233621,0,0
CHIH,0,0,0,0.00020367,0,0
CHIN,5.46E-06,4.56E-07,0,0.000329466,0,0
CHING,0,9.12E-07,0,0.000359417,0,0
CHINH,0,4.56E-07,0,0.000359417,0,0
CHIRAG,0,1.82E-06,0,0.000227631,0,0.000242072
CHITRA,0,1.82E-06,0,0.000155747,0,0.000242072
CHLOE,1.09E-05,1.55E-05,1.79E-05,2.40E-05,0,0
CHONG,1.09E-05,5.93E-06,8.93E-06,0.00083864,0,0.000484144
CHRIS,0.000300295,0.001045273,0.000357188,0.00064096,0.000677507,0.000726216
CHRISTA,1.64E-05,0.000167827,3.57E-05,0,0,0
CHRISTAL,0,1.14E-05,8.93E-05,5.99E-06,0,0
CHRISTEL,5.46E-06,2.14E-05,2.68E-05,0,0,0.000242072
CHRISTEN,0,4.29E-05,1.79E-05,0,0,0
CHRISTI,2.18E-05,0.000114013,0,2.40E-05,0.000225836,0
CHRISTIAN,0.000868127,0.000571434,0.000241102,0.000173718,0.000225836,0.000968289
CHRISTIANA,0,1.73E-05,0.000107156,0,0,0
CHRISTIANE,1.64E-05,2.78E-05,0,0,0,0
CHRISTIANNE,0,8.21E-06,0,0,0,0
CHRISTIE,6.55E-05,0.000227114,0.000116086,6.59E-05,0,0
CHRISTIN,5.46E-06,3.92E-05,0,5.99E-06,0,0
CHRISTINA,0.001446878,0.001685115,0.000660797,0.000736805,0.002484192,0.001452433
CHRISTINE,0.000862667,0.003536233,0.001026914,0.001539503,0.001129178,0.002178649
CHRISTOPH,0,1.69E-05,0,5.99E-06,0,0
CHRISTOPHE,0,2.55E-05,0,5.99E-06,0,0
CHRISTOPHER,0.002025629,0.008954595,0.00370582,0.001743173,0.005871725,0.007262164
CHRISTOS,5.46E-06,2.78E-05,0,0,0,0
CHRISTY,7.10E-05,0.000451948,0.000107156,0.000167728,0,0.000726216
CHRYSTAL,1.09E-05,3.24E-05,0.000116086,2.40E-05,0,0.000242072
CHU,0,9.12E-07,0,0.000173718,0,0
CHUAN,0,4.56E-07,0,0.000185699,0,0
CHUCK,5.46E-06,4.20E-05,8.93E-06,0.000119806,0,0.000242072
CHUN,5.46E-06,1.82E-06,0,0.000880572,0,0
CHUNG,0,1.37E-06,8.93E-06,0.000940475,0,0
CHUONG,0,9.12E-07,0,0.00042531,0,0
CINDA,1.64E-05,2.19E-05,2.68E-05,1.20E-05,0,0
CINDEE,0,9.12E-06,0,0,0,0
CINDI,1.64E-05,5.24E-05,0,1.20E-05,0,0
CINDY,0.000491392,0.001101823,0.000205383,0.000952455,0.000677507,0.000242072
CIPRIANO,0.000196557,1.37E-06,0,2.40E-05,0,0
CIRILO,0.000125578,4.56E-07,0,3.59E-05,0,0
CIRO,8.19E-05,6.84E-06,0,5.99E-06,0,0
CLAIR,0,3.37E-05,1.79E-05,5.99E-06,0,0
CLAIRE,4.37E-05,0.000329726,0.000116086,0.000137777,0,0.000242072
CLARA,0.000475013,0.000118118,0.0005715,0.000119806,0,0
CLARE,1.64E-05,0.0001017,2.68E-05,3.59E-05,0,0.000242072
CLARENCE,1.64E-05,0.00022073,0.001768078,0.000191689,0.000451671,0.000484144
CLARICE,1.09E-05,2.92E-05,0.000107156,4.19E-05,0.000225836,0
CLARISSA,0.000103738,3.47E-05,0.000116086,4.79E-05,0,0.000242072
CLARK,1.64E-05,0.000164179,0.000107156,5.99E-05,0,0.000726216
CLARKE,0,1.78E-05,0,1.20E-05,0,0
CLAUDE,2.73E-05,0.000143657,0.000419695,5.99E-06,0.000225836,0
CLAUDETTE,1.64E-05,5.20E-05,0.000455414,2.40E-05,0,0.000242072
CLAUDIA,0.002637139,0.000458333,0.000517922,9.58E-05,0.000677507,0.000968289
CLAUDINE,2.18E-05,3.88E-05,8.93E-05,1.20E-05,0,0.000242072
CLAUDIO,0.000376734,2.69E-05,8.93E-06,5.99E-06,0,0
CLAUS,0,9.12E-06,0,0,0,0
CLAY,0,0.000134079,3.57E-05,2.40E-05,0,0.000242072
CLAYTON,1.09E-05,0.000254021,0.000142875,9.58E-05,0.000451671,0.000484144
CLEMENT,1.64E-05,2.96E-05,0.000214313,0.000125796,0,0
CLEMENTE,0.000229316,5.02E-06,8.93E-06,4.19E-05,0,0
CLEO,2.73E-05,1.92E-05,0.000169664,2.40E-05,0,0
CLEVE,0,9.12E-06,0,0,0,0
CLEVELAND,0,7.30E-06,0.000232172,5.99E-06,0,0
CLIFF,5.46E-06,4.56E-05,6.25E-05,5.99E-05,0,0
CLIFFORD,1.64E-05,0.000485696,0.000607219,0.000233621,0.000225836,0
CLIFTON,1.64E-05,0.000118574,0.000642938,4.79E-05,0.000225836,0.000726216
CLINT,2.18E-05,0.000156426,4.46E-05,5.99E-05,0.000225836,0.000242072
CLINTON,2.18E-05,0.000266335,0.000544711,7.19E-05,0,0.000242072
CLIVE,5.46E-06,1.96E-05,9.82E-05,1.20E-05,0,0
CLYDE,2.73E-05,0.000183333,0.000508992,9.58E-05,0.000451671,0.000242072
COBY,0,1.32E-05,0,0,0.000225836,0
CODY,1.64E-05,0.000219361,5.36E-05,3.00E-05,0.000225836,0.000242072
COLBY,0,5.29E-05,8.93E-06,5.99E-06,0,0
COLE,5.46E-06,6.02E-05,4.46E-05,0,0,0.000242072
COLEEN,1.09E-05,8.30E-05,4.46E-05,1.80E-05,0.000225836,0
COLEMAN,0,1.73E-05,2.68E-05,0,0,0
COLETTE,5.46E-06,0.000105348,0.000169664,1.20E-05,0,0.000242072
COLIN,1.09E-05,0.000272263,0.000169664,7.79E-05,0,0.000242072
COLLEEN,8.19E-05,0.001129643,0.000160734,0.000101835,0.001129178,0.000242072
COLLETTE,0,3.51E-05,2.68E-05,1.20E-05,0,0
COLLIN,1.09E-05,5.43E-05,5.36E-05,2.40E-05,0,0
COLM,0,1.00E-05,0,0,0,0
COLT,0,7.75E-06,0,0,0,0
COLTON,0,1.60E-05,0,0,0,0
CONCEPCION,0.000540532,4.10E-06,0,0.000101835,0,0
CONCETTA,5.46E-06,3.97E-05,1.79E-05,0,0,0
CONNIE,0.000447713,0.0010398,0.000455414,0.000694873,0.000677507,0.000484144
CONOR,0,2.14E-05,0,0,0,0
CONRAD,8.19E-05,9.44E-05,0.000196453,0.000101835,0.000451671,0.000242072
CONRADO,0.000109198,1.82E-06,0,0.000143767,0,0
CONSTANCE,7.10E-05,0.000531757,0.000678656,6.59E-05,0.000451671,0.000484144
CONSTANTIN,0,1.28E-05,0,1.20E-05,0,0
CONSTANTINE,0,4.47E-05,8.93E-06,5.99E-06,0,0
CONSTANTINO,0.000103738,5.93E-06,0,4.19E-05,0,0
CONSUELO,0.000753468,1.19E-05,2.68E-05,8.99E-05,0,0
CORA,4.37E-05,4.74E-05,0.000366117,6.59E-05,0,0.000726216
